customer_id,age,city,employment_type,monthly_income_inr,credit_score,tenure_months,loan_purpose,loan_amount_inr,existing_loans,dti_ratio,is_default
CR205021,25,Pune,Salaried,16418.53,555,60,Debt Consolidation,178317.94,2,0.33,0
CR205022,33,Bangalore,Business Owner,48910.58,568,12,Personal,337290.59,0,0.591,1
CR205023,37,Pune,Business Owner,26224.52,563,60,Personal,139554.55,0,0.135,0
CR205024,42,Bangalore,Self-Employed,111951.11,576,24,Personal,378085.82,0,0.14,0
CR205025,38,Pune,Freelancer,63640.85,565,12,Debt Consolidation,553640.81,1,0.822,1
CR205026,42,Kolkata,Salaried,26172.37,640,36,Personal,98872.26,0,0.14,0
CR205027,44,Delhi,Salaried,108713.77,608,12,Vehicle,642211.16,0,0.445,0
CR205028,51,Bangalore,Salaried,73345.41,619,24,Business Expansion,692462.29,2,0.491,0
CR205029,44,Hyderabad,Business Owner,58406.83,540,24,Personal,503938.23,4,0.537,0
CR205030,45,Mumbai,Self-Employed,179880.59,671,60,Business Expansion,2054548.41,0,0.142,0
CR205031,24,Kolkata,Self-Employed,128900.7,548,12,Personal,1459048.87,0,0.85,0
CR205032,42,Hyderabad,Self-Employed,64429.42,560,48,Business Expansion,197501.95,2,0.124,0
CR205033,24,Delhi,Freelancer,29529.55,558,24,Personal,175419.7,0,0.26,0
CR205034,27,Ahmedabad,Salaried,70024.02,589,36,Education,525760.14,1,0.254,0
CR205035,36,Bangalore,Self-Employed,51333.02,540,84,Business Expansion,664117.02,0,0.2,0
CR205036,36,Kolkata,Salaried,95372.96,530,24,Education,1303969.28,2,0.697,0
CR205037,23,Pune,Salaried,56281.18,609,24,Home Renovation,275210.39,2,0.313,0
CR205038,48,Chennai,Salaried,59132.0,675,24,Business Expansion,680565.7,1,0.5,1
CR205039,51,Bangalore,Self-Employed,112787.62,646,12,Personal,868658.42,0,0.635,0
CR205040,23,Ahmedabad,Salaried,23069.64,524,36,Business Expansion,277415.96,1,0.377,0
CR205041,35,Mumbai,Self-Employed,15000.0,553,36,Personal,172614.7,0,0.297,0
CR205042,37,Pune,Self-Employed,47965.65,642,24,Vehicle,535634.68,0,0.474,0
CR205043,28,Kolkata,Salaried,69637.02,563,48,Debt Consolidation,545785.98,0,0.177,0
CR205044,31,Delhi,Salaried,23241.03,652,12,Business Expansion,266074.15,0,0.85,0
CR205045,31,Kolkata,Business Owner,61427.2,536,36,Home Renovation,599355.25,0,0.248,1
CR205046,24,Ahmedabad,Salaried,41555.18,559,84,Vehicle,441108.91,0,0.126,0
CR205047,50,Mumbai,Self-Employed,194559.72,647,36,Vehicle,1776331.11,0,0.216,0
CR205048,37,Hyderabad,Salaried,15665.56,580,12,Personal,53839.71,2,0.378,1
CR205049,29,Chennai,Salaried,44590.14,610,24,Medical,373352.63,1,0.352,0
CR205050,26,Mumbai,Self-Employed,55600.32,602,60,Home Renovation,542307.69,0,0.138,0
CR205051,41,Delhi,Salaried,39545.06,557,36,Business Expansion,255970.17,0,0.187,0
CR205052,49,Kolkata,Salaried,44360.81,585,48,Personal,614782.43,0,0.261,0
CR205053,22,Hyderabad,Salaried,130379.46,640,12,Personal,1048883.22,0,0.624,0
CR205054,36,Bangalore,Freelancer,32187.65,551,48,Home Renovation,330383.06,0,0.24,0
CR205055,39,Delhi,Self-Employed,98554.99,535,36,Personal,527855.93,1,0.243,1
CR205056,38,Pune,Self-Employed,68391.98,611,24,Education,498808.03,0,0.255,0
CR205057,34,Mumbai,Freelancer,66464.74,579,12,Home Renovation,386955.25,0,0.484,0
CR205058,21,Mumbai,Salaried,19657.98,633,36,Education,240731.65,0,0.348,0
CR205059,32,Mumbai,Self-Employed,121809.68,573,60,Debt Consolidation,418065.81,2,0.115,0
CR205060,45,Hyderabad,Freelancer,32696.9,648,12,Personal,135753.93,4,0.537,0
CR205061,29,Hyderabad,Salaried,62982.85,523,60,Debt Consolidation,439913.8,2,0.242,1
CR205062,48,Chennai,Freelancer,47048.96,616,36,Home Renovation,506417.92,1,0.354,0
CR205063,28,Mumbai,Salaried,91258.51,641,48,Personal,576600.78,2,0.241,0
CR205064,30,Mumbai,Salaried,55892.68,577,12,Home Renovation,190225.05,0,0.241,1
CR205065,27,Delhi,Self-Employed,59106.7,542,24,Vehicle,393921.4,0,0.229,0
CR205066,49,Kolkata,Salaried,41969.19,581,12,Home Renovation,199044.89,0,0.429,0
CR205067,34,Ahmedabad,Salaried,73173.29,584,12,Vehicle,354226.98,1,0.501,0
CR205068,33,Ahmedabad,Self-Employed,31042.37,560,60,Vehicle,362534.31,2,0.246,0
CR205069,31,Hyderabad,Salaried,77504.8,546,48,Vehicle,937760.69,0,0.22,0
CR205070,43,Chennai,Salaried,35601.62,521,24,Business Expansion,398525.81,0,0.485,0
CR205071,28,Kolkata,Salaried,23109.06,626,12,Business Expansion,219553.65,0,0.84,0
CR205072,30,Chennai,Salaried,104016.61,612,48,Personal,321678.64,1,0.151,0
CR205073,38,Ahmedabad,Self-Employed,80841.3,586,24,Vehicle,1013129.44,0,0.542,1
CR205074,50,Chennai,Salaried,74730.55,569,36,Vehicle,852235.85,1,0.397,0
CR205075,23,Pune,Self-Employed,41203.42,611,48,Business Expansion,573170.45,1,0.349,0
CR205076,55,Bangalore,Self-Employed,102800.7,614,84,Education,504243.07,0,0.06,0
CR205077,23,Hyderabad,Business Owner,70100.57,552,36,Vehicle,311550.82,1,0.212,0
CR205078,39,Delhi,Self-Employed,101133.65,700,48,Vehicle,1315957.44,1,0.298,0
CR205079,52,Bangalore,Business Owner,44278.45,636,48,Personal,614699.29,0,0.245,0
CR205080,36,Bangalore,Salaried,33916.24,650,12,Home Renovation,219107.82,2,0.656,0
CR205081,43,Hyderabad,Business Owner,156048.27,620,48,Personal,1252753.34,0,0.165,0
CR205082,35,Chennai,Self-Employed,114849.18,620,24,Personal,405123.51,1,0.222,0
CR205083,38,Chennai,Freelancer,77223.54,531,36,Education,863917.87,2,0.439,0
CR205084,31,Pune,Salaried,108643.21,620,84,Personal,494174.8,1,0.102,0
CR205085,41,Bangalore,Salaried,18420.24,625,48,Medical,111381.59,0,0.089,0
CR205086,39,Chennai,Salaried,56364.75,590,24,Home Renovation,717855.39,0,0.545,0
CR205087,36,Pune,Salaried,48289.17,635,12,Vehicle,398633.7,3,0.844,1
CR205088,29,Kolkata,Salaried,71421.83,594,24,Personal,833817.1,1,0.584,0
CR205089,36,Delhi,Self-Employed,96482.82,540,12,Personal,772796.16,0,0.664,0
CR205090,41,Delhi,Salaried,68787.11,598,60,Home Renovation,805247.15,0,0.241,0
CR205091,42,Kolkata,Salaried,42823.39,545,60,Vehicle,531082.84,0,0.216,0
CR205092,47,Chennai,Salaried,105634.14,555,36,Medical,522724.67,0,0.138,0
CR205093,23,Mumbai,Self-Employed,24519.36,539,36,Education,98509.66,1,0.146,0
CR205094,43,Pune,Business Owner,235602.02,617,36,Personal,2493079.29,0,0.276,0
CR205095,35,Mumbai,Salaried,21402.63,621,48,Vehicle,140235.87,1,0.174,1
CR205096,29,Bangalore,Salaried,169105.71,592,48,Medical,1767441.17,0,0.208,0
CR205097,22,Mumbai,Self-Employed,71312.38,530,48,Education,221678.77,0,0.04,0
CR205098,34,Delhi,Business Owner,44414.23,581,24,Personal,437250.99,0,0.413,0
CR205099,41,Hyderabad,Self-Employed,79919.91,558,60,Personal,655730.64,1,0.166,0
CR205100,23,Pune,Salaried,74458.03,577,36,Vehicle,839201.27,0,0.284,0
CR205101,46,Kolkata,Freelancer,51415.39,568,36,Personal,480330.65,0,0.307,0
CR205102,40,Hyderabad,Salaried,56781.54,691,24,Business Expansion,621407.69,1,0.531,0
CR205103,30,Bangalore,Business Owner,80940.49,625,84,Home Renovation,878200.2,0,0.132,0
CR205104,43,Pune,Business Owner,97723.04,612,60,Medical,835234.49,0,0.095,0
CR205105,58,Kolkata,Self-Employed,15000.0,630,60,Business Expansion,193618.32,1,0.303,0
CR205106,22,Kolkata,Salaried,57339.46,537,12,Business Expansion,369590.91,1,0.545,0
CR205107,45,Mumbai,Self-Employed,37846.09,615,36,Education,426299.21,2,0.459,0
CR205108,27,Chennai,Freelancer,15000.0,535,36,Home Renovation,178511.45,0,0.321,0
CR205109,26,Hyderabad,Business Owner,54363.68,582,48,Home Renovation,752050.79,1,0.351,0
CR205110,37,Bangalore,Business Owner,103015.49,547,36,Personal,1370284.87,0,0.396,0
CR205111,31,Ahmedabad,Freelancer,54485.86,618,60,Home Renovation,387494.23,1,0.153,0
CR205112,43,Kolkata,Self-Employed,82795.31,542,12,Personal,1077477.29,0,0.85,0
CR205113,53,Chennai,Salaried,24549.47,689,36,Business Expansion,207967.43,1,0.287,0
CR205114,27,Ahmedabad,Salaried,38872.57,579,36,Personal,286816.53,1,0.295,0
CR205115,25,Bangalore,Salaried,94285.38,616,36,Personal,1020381.77,0,0.338,0
CR205116,30,Delhi,Business Owner,63397.65,634,12,Debt Consolidation,372189.52,0,0.464,0
CR205117,27,Kolkata,Salaried,38616.16,601,12,Debt Consolidation,393603.65,1,0.85,1
CR205118,21,Ahmedabad,Business Owner,21906.66,557,12,Home Renovation,145178.88,0,0.503,0
CR205119,30,Kolkata,Salaried,52447.57,586,12,Home Renovation,655522.02,2,0.85,0
CR205120,21,Mumbai,Business Owner,69424.63,561,24,Home Renovation,427634.47,0,0.301,0
CR205121,35,Hyderabad,Salaried,37377.98,648,24,Business Expansion,190370.74,1,0.254,0
CR205122,32,Mumbai,Salaried,20373.63,465,36,Personal,240776.36,0,0.288,0
CR205123,29,Mumbai,Salaried,85054.7,595,48,Personal,1162965.91,0,0.31,0
CR205124,45,Bangalore,Salaried,72067.83,624,84,Personal,476200.17,2,0.149,0
CR205125,45,Bangalore,Self-Employed,94556.16,620,24,Home Renovation,1090258.53,2,0.571,0
CR205126,38,Delhi,Self-Employed,65613.25,533,48,Medical,226157.63,1,0.108,1
CR205127,33,Bangalore,Salaried,47427.96,569,24,Vehicle,296849.11,1,0.289,0
CR205128,38,Chennai,Salaried,46212.52,635,24,Debt Consolidation,402407.44,2,0.443,0
CR205129,45,Mumbai,Business Owner,98052.76,557,60,Vehicle,1355391.29,0,0.192,0
CR205130,42,Kolkata,Salaried,51007.36,555,24,Business Expansion,381405.14,0,0.291,0
CR205131,43,Hyderabad,Business Owner,194743.42,566,84,Debt Consolidation,2655127.82,0,0.171,0
CR205132,36,Kolkata,Salaried,33222.17,594,84,Debt Consolidation,103810.0,1,0.078,0
CR205133,36,Hyderabad,Salaried,48868.59,549,48,Vehicle,660664.25,0,0.285,1
CR205134,35,Chennai,Freelancer,43651.71,611,60,Vehicle,281744.88,0,0.068,0
CR205135,36,Bangalore,Salaried,147070.82,651,36,Personal,982860.11,0,0.22,0
CR205136,56,Pune,Self-Employed,146988.64,603,24,Personal,786268.84,3,0.418,0
CR205137,43,Pune,Business Owner,58535.48,597,24,Personal,507055.46,0,0.398,0
CR205138,22,Bangalore,Salaried,51344.82,622,48,Vehicle,242688.18,1,0.1,0
CR205139,36,Mumbai,Business Owner,74258.01,644,36,Vehicle,658188.45,0,0.223,0
CR205140,26,Pune,Salaried,41882.97,537,84,Vehicle,570932.97,2,0.287,0
CR205141,32,Kolkata,Business Owner,83470.74,595,48,Home Renovation,1015499.26,0,0.257,0
CR205142,44,Chennai,Salaried,92952.63,663,48,Business Expansion,551728.37,1,0.127,0
CR205143,36,Pune,Salaried,35102.25,656,48,Personal,316867.55,1,0.282,0
CR205144,32,Kolkata,Salaried,73025.57,624,36,Home Renovation,307254.76,0,0.108,0
CR205145,22,Chennai,Salaried,44536.14,683,48,Personal,451531.96,0,0.164,0
CR205146,47,Chennai,Salaried,61091.21,582,60,Personal,745235.53,1,0.27,0
CR205147,34,Bangalore,Salaried,31463.05,615,12,Vehicle,143577.37,0,0.364,0
CR205148,28,Hyderabad,Business Owner,118665.14,610,84,Vehicle,827583.54,1,0.099,0
CR205149,39,Hyderabad,Salaried,43114.93,594,12,Home Renovation,272369.48,0,0.493,0
CR205150,40,Pune,Salaried,153125.5,684,36,Vehicle,1709113.17,1,0.409,0
CR205151,37,Mumbai,Salaried,63728.54,565,24,Personal,554483.93,0,0.348,0
CR205152,33,Mumbai,Freelancer,61877.45,606,36,Personal,429919.65,0,0.178,0
CR205153,48,Hyderabad,Business Owner,64304.92,653,48,Home Renovation,685321.69,0,0.197,0
CR205154,37,Mumbai,Salaried,61845.9,628,48,Personal,801304.14,0,0.243,0
CR205155,28,Mumbai,Salaried,54573.29,562,12,Personal,665561.78,1,0.85,0
CR205156,35,Pune,Self-Employed,119787.45,637,48,Vehicle,731515.87,2,0.234,0
CR205157,27,Ahmedabad,Salaried,63615.71,576,36,Debt Consolidation,509244.62,1,0.262,0
CR205158,43,Bangalore,Self-Employed,112660.36,691,60,Business Expansion,848960.52,1,0.214,0
CR205159,38,Delhi,Salaried,46351.24,544,24,Personal,415334.2,0,0.33,0
CR205160,30,Pune,Self-Employed,71449.38,560,36,Business Expansion,719042.19,0,0.314,0
CR205161,40,Delhi,Salaried,19149.7,527,24,Personal,119159.94,0,0.211,0
CR205162,31,Ahmedabad,Freelancer,30381.2,605,36,Business Expansion,384120.14,0,0.363,0
CR205163,42,Kolkata,Salaried,145554.86,591,12,Education,1706990.89,0,0.85,1
CR205164,42,Bangalore,Business Owner,57423.1,520,24,Business Expansion,270123.57,2,0.318,0
CR205165,44,Hyderabad,Self-Employed,66188.32,594,24,Home Renovation,295518.71,2,0.278,0
CR205166,53,Delhi,Salaried,52729.06,613,60,Personal,527219.23,1,0.259,0
CR205167,30,Hyderabad,Salaried,112337.95,652,60,Medical,1076940.4,1,0.193,0
CR205168,48,Kolkata,Self-Employed,112288.02,664,24,Vehicle,1112659.96,2,0.55,1
CR205169,25,Pune,Freelancer,33978.48,538,24,Home Renovation,310150.82,0,0.425,0
CR205170,38,Ahmedabad,Freelancer,72333.07,565,12,Personal,319639.42,2,0.478,0
CR205171,41,Ahmedabad,Salaried,106166.27,692,12,Debt Consolidation,1073910.81,0,0.805,0
CR205172,45,Hyderabad,Freelancer,171601.63,633,36,Business Expansion,1588674.45,0,0.236,0
CR205173,57,Pune,Salaried,97275.48,603,36,Debt Consolidation,1132300.63,1,0.4,0
CR205174,27,Delhi,Salaried,59580.5,591,24,Personal,456819.88,1,0.358,0
CR205175,21,Kolkata,Salaried,32757.57,601,36,Home Renovation,425326.88,2,0.421,0
CR205176,22,Kolkata,Salaried,23592.49,637,24,Personal,194330.34,1,0.372,1
CR205177,34,Pune,Salaried,92301.47,547,12,Business Expansion,582282.05,0,0.536,0
CR205178,35,Delhi,Self-Employed,35957.83,568,12,Education,289642.35,2,0.784,0
CR205179,22,Hyderabad,Salaried,46644.09,614,24,Education,636880.67,0,0.542,0
CR205180,31,Mumbai,Salaried,15000.0,631,24,Business Expansion,82556.47,0,0.193,0
CR205181,25,Delhi,Salaried,46007.74,578,24,Vehicle,556870.32,0,0.537,0
CR205182,27,Bangalore,Business Owner,66761.29,580,36,Business Expansion,436631.58,0,0.205,0
CR205183,31,Hyderabad,Salaried,24798.7,611,48,Personal,125947.16,0,0.068,0
CR205184,29,Chennai,Salaried,126244.84,578,12,Education,1300605.58,1,0.85,0
CR205185,31,Chennai,Self-Employed,104405.37,644,24,Debt Consolidation,1321680.98,1,0.561,0
CR205186,32,Delhi,Salaried,47610.69,581,84,Personal,211639.02,1,0.08,1
CR205187,29,Ahmedabad,Self-Employed,59401.73,542,84,Vehicle,502630.28,0,0.083,0
CR205188,25,Hyderabad,Salaried,15000.0,558,24,Debt Consolidation,73633.31,0,0.199,0
CR205189,38,Mumbai,Salaried,58775.14,669,84,Vehicle,661513.66,0,0.084,0
CR205190,21,Hyderabad,Salaried,43484.03,616,60,Business Expansion,130465.87,1,0.137,0
CR205191,38,Delhi,Salaried,26470.09,537,36,Personal,288054.86,1,0.332,0
CR205192,45,Ahmedabad,Salaried,75205.05,618,48,Business Expansion,751980.34,2,0.317,0
CR205193,21,Delhi,Salaried,36010.89,617,48,Vehicle,119029.57,0,0.023,0
CR205194,36,Delhi,Salaried,47987.96,601,48,Personal,270763.3,1,0.188,0
CR205195,42,Kolkata,Self-Employed,47582.64,616,24,Education,462422.34,1,0.449,0
CR205196,37,Delhi,Salaried,48025.51,597,48,Medical,544718.46,2,0.299,0
CR205197,41,Chennai,Self-Employed,48544.46,564,36,Debt Consolidation,427509.66,0,0.22,0
CR205198,42,Mumbai,Self-Employed,74359.6,702,60,Debt Consolidation,951839.72,3,0.391,1
CR205199,37,Pune,Freelancer,81066.69,653,36,Personal,624990.9,1,0.285,0
CR205200,51,Mumbai,Salaried,85154.18,586,60,Home Renovation,1060313.6,0,0.237,0
CR205201,45,Mumbai,Business Owner,62777.19,532,84,Vehicle,399450.28,1,0.1,1
CR205202,29,Ahmedabad,Salaried,44969.43,540,24,Debt Consolidation,530605.29,2,0.596,0
CR205203,32,Delhi,Self-Employed,46490.89,677,84,Medical,275518.37,1,0.1,0
CR205204,52,Delhi,Salaried,115280.33,661,12,Home Renovation,1350187.69,0,0.85,0
CR205205,25,Chennai,Salaried,38969.61,595,60,Vehicle,537703.75,1,0.234,0
CR205206,47,Chennai,Salaried,94638.81,638,36,Home Renovation,328797.44,2,0.189,0
CR205207,21,Kolkata,Salaried,27532.66,610,12,Vehicle,305710.35,0,0.85,0
CR205208,23,Kolkata,Freelancer,15000.0,518,12,Debt Consolidation,66931.47,2,0.507,0
CR205209,32,Pune,Freelancer,38695.47,578,36,Education,498037.76,1,0.423,0
CR205210,29,Chennai,Freelancer,49030.11,549,36,Education,495925.66,0,0.255,0
CR205211,29,Ahmedabad,Salaried,43323.94,636,48,Debt Consolidation,409278.96,4,0.399,0
CR205212,37,Delhi,Salaried,53986.49,647,48,Personal,591264.64,1,0.296,0
CR205213,37,Chennai,Salaried,27192.0,642,24,Personal,167752.74,1,0.261,0
CR205214,23,Bangalore,Salaried,34859.24,639,12,Medical,485665.87,1,0.85,0
CR205215,26,Bangalore,Business Owner,55911.77,621,60,Medical,736116.57,0,0.212,0
CR205216,21,Kolkata,Salaried,17942.5,632,36,Vehicle,152698.22,2,0.344,1
CR205217,47,Delhi,Salaried,86336.06,579,12,Business Expansion,1141685.93,0,0.85,1
CR205218,38,Hyderabad,Salaried,78100.94,511,24,Vehicle,1016858.75,0,0.587,1
CR205219,23,Pune,Business Owner,102120.35,694,24,Education,463463.64,1,0.21,0
CR205220,31,Delhi,Self-Employed,127138.81,538,24,Personal,736472.36,0,0.247,0
CR205221,32,Mumbai,Salaried,57681.08,541,60,Personal,697712.56,1,0.272,0
CR205222,52,Pune,Salaried,34852.32,643,12,Debt Consolidation,412308.03,0,0.85,1
CR205223,31,Kolkata,Salaried,53923.81,499,36,Home Renovation,194587.78,3,0.246,0
CR205224,21,Ahmedabad,Salaried,25302.59,599,36,Business Expansion,109850.3,1,0.132,0
CR205225,48,Bangalore,Salaried,76920.8,628,24,Debt Consolidation,817499.2,1,0.503,0
CR205226,36,Pune,Salaried,51826.47,579,24,Vehicle,621695.76,1,0.572,0
CR205227,33,Delhi,Salaried,125632.43,611,48,Debt Consolidation,1627744.67,2,0.324,0
CR205228,44,Bangalore,Self-Employed,62363.42,577,48,Business Expansion,527996.47,3,0.286,0
CR205229,24,Kolkata,Self-Employed,47711.55,622,12,Home Renovation,192906.55,0,0.346,0
CR205230,40,Ahmedabad,Self-Employed,48644.81,607,12,Personal,294114.77,0,0.471,0
CR205231,28,Pune,Salaried,17731.44,679,48,Personal,200941.54,1,0.25,0
CR205232,27,Kolkata,Salaried,83855.52,533,36,Vehicle,294437.43,0,0.089,0
CR205233,37,Kolkata,Salaried,72069.12,646,36,Debt Consolidation,407502.7,3,0.337,0
CR205234,49,Delhi,Salaried,51576.62,514,36,Vehicle,519383.56,0,0.247,0
CR205235,31,Hyderabad,Freelancer,80506.46,595,36,Personal,695768.31,0,0.207,0
CR205236,22,Ahmedabad,Salaried,50346.84,567,60,Business Expansion,241610.65,4,0.308,1
CR205237,39,Delhi,Self-Employed,139387.87,642,36,Business Expansion,1463642.67,1,0.372,0
CR205238,54,Hyderabad,Salaried,100848.35,658,24,Home Renovation,397385.16,2,0.245,0
CR205239,38,Delhi,Salaried,150426.89,663,24,Vehicle,1618979.29,1,0.517,0
CR205240,26,Chennai,Self-Employed,47186.1,534,36,Education,302619.82,3,0.375,0
CR205241,29,Chennai,Salaried,63126.12,531,24,Home Renovation,360575.75,0,0.234,0
CR205242,26,Pune,Salaried,27481.23,571,36,Vehicle,234447.49,2,0.353,0
CR205243,27,Mumbai,Salaried,67487.07,510,36,Business Expansion,349905.01,0,0.153,0
CR205244,43,Bangalore,Self-Employed,56103.32,515,36,Medical,511591.79,1,0.35,0
CR205245,31,Chennai,Self-Employed,33885.28,567,12,Home Renovation,469532.65,1,0.85,0
CR205246,28,Delhi,Business Owner,97384.98,640,36,Vehicle,750327.34,1,0.219,0
CR205247,36,Pune,Self-Employed,71110.55,614,84,Personal,249632.36,0,0.073,0
CR205248,36,Mumbai,Self-Employed,76214.45,520,12,Vehicle,407520.01,1,0.472,1
CR205249,36,Bangalore,Self-Employed,74177.76,639,24,Personal,645576.35,1,0.436,0
CR205250,30,Pune,Self-Employed,32877.11,589,24,Business Expansion,246137.92,2,0.395,1
CR205251,28,Hyderabad,Salaried,75666.21,674,60,Medical,311578.87,1,0.078,0
CR205252,25,Bangalore,Self-Employed,47713.05,517,24,Home Renovation,227099.59,1,0.248,0
CR205253,41,Chennai,Self-Employed,50412.29,588,60,Business Expansion,633559.25,4,0.41,0
CR205254,29,Bangalore,Salaried,80999.47,635,24,Personal,877448.61,2,0.562,0
CR205255,27,Pune,Self-Employed,29005.82,566,12,Vehicle,95521.43,2,0.326,0
CR205256,21,Kolkata,Salaried,51133.04,525,36,Personal,437581.28,0,0.254,0
CR205257,34,Chennai,Salaried,140551.75,631,84,Personal,1242110.78,1,0.182,0
CR205258,41,Pune,Salaried,53085.88,634,60,Business Expansion,579674.21,1,0.199,0
CR205259,45,Delhi,Self-Employed,29467.99,651,36,Debt Consolidation,96794.87,1,0.147,0
CR205260,35,Chennai,Salaried,36775.28,538,48,Vehicle,302722.39,0,0.186,0
CR205261,33,Pune,Self-Employed,30092.26,567,60,Medical,116049.6,3,0.255,0
CR205262,21,Ahmedabad,Salaried,29541.1,501,60,Education,273268.17,5,0.394,1
CR205263,21,Pune,Salaried,88256.91,613,36,Vehicle,440929.53,1,0.183,0
CR205264,42,Pune,Freelancer,77254.18,588,12,Home Renovation,473521.41,3,0.629,0
CR205265,43,Pune,Self-Employed,60453.66,560,24,Home Renovation,592451.33,1,0.502,0
CR205266,65,Chennai,Self-Employed,60541.45,613,60,Personal,787915.15,0,0.224,0
CR205267,29,Chennai,Business Owner,43753.96,568,48,Personal,289225.01,1,0.17,0
CR205268,24,Ahmedabad,Self-Employed,27398.17,491,24,Personal,293666.09,1,0.516,1
CR205269,49,Chennai,Freelancer,108825.42,656,48,Personal,943391.64,2,0.278,0
CR205270,44,Pune,Salaried,26251.95,666,24,Vehicle,303560.19,2,0.592,0
CR205271,32,Pune,Self-Employed,122981.52,539,36,Personal,1706126.88,1,0.401,1
CR205272,36,Mumbai,Salaried,103450.03,521,12,Vehicle,956712.89,0,0.806,0
CR205273,34,Bangalore,Salaried,51364.66,528,12,Personal,425990.65,1,0.766,1
CR205274,37,Pune,Salaried,84143.52,662,60,Business Expansion,885095.36,1,0.269,0
CR205275,37,Ahmedabad,Self-Employed,40639.39,514,24,Home Renovation,320430.76,0,0.348,0
CR205276,38,Ahmedabad,Business Owner,60635.7,629,60,Vehicle,618437.85,0,0.198,0
CR205277,46,Ahmedabad,Self-Employed,35692.64,582,36,Vehicle,462298.72,1,0.389,0
CR205278,35,Hyderabad,Business Owner,70677.67,594,48,Vehicle,896641.25,0,0.216,0
CR205279,29,Ahmedabad,Freelancer,31425.83,644,84,Business Expansion,366587.1,3,0.246,0
CR205280,37,Kolkata,Self-Employed,79684.03,599,36,Home Renovation,370808.66,0,0.124,0
CR205281,36,Mumbai,Salaried,93849.96,581,60,Business Expansion,736509.73,0,0.1,0
CR205282,27,Kolkata,Self-Employed,38179.86,580,24,Personal,492362.56,0,0.513,0
CR205283,23,Ahmedabad,Salaried,55867.76,596,36,Home Renovation,721192.49,1,0.37,0
CR205284,32,Ahmedabad,Business Owner,26623.16,633,36,Education,347285.38,1,0.421,0
CR205285,30,Chennai,Freelancer,24554.14,583,36,Debt Consolidation,126742.03,0,0.154,1
CR205286,43,Mumbai,Salaried,34477.76,583,48,Medical,154996.98,1,0.173,0
CR205287,23,Mumbai,Freelancer,29376.02,536,84,Education,232163.36,1,0.129,0
CR205288,47,Chennai,Freelancer,39579.48,610,12,Vehicle,390801.87,2,0.85,0
CR205289,26,Pune,Salaried,70576.72,633,36,Business Expansion,862280.17,1,0.351,0
CR205290,44,Chennai,Self-Employed,66301.73,590,24,Medical,833581.25,3,0.636,0
CR205291,33,Pune,Salaried,28895.89,589,60,Business Expansion,137095.34,0,0.044,0
CR205292,36,Chennai,Salaried,33277.33,589,48,Home Renovation,268496.42,1,0.26,0
CR205293,39,Ahmedabad,Salaried,36526.62,629,24,Education,365270.88,0,0.383,1
CR205294,41,Hyderabad,Freelancer,71929.64,538,36,Personal,752217.84,1,0.292,0
CR205295,30,Delhi,Salaried,92937.21,603,12,Debt Consolidation,931480.69,1,0.85,0
CR205296,44,Ahmedabad,Self-Employed,78198.02,600,36,Debt Consolidation,891669.43,1,0.353,0
CR205297,30,Mumbai,Salaried,15432.91,590,48,Business Expansion,158463.9,0,0.208,0
CR205298,30,Mumbai,Salaried,70600.52,463,24,Vehicle,367781.11,0,0.227,0
CR205299,33,Delhi,Self-Employed,49301.95,603,36,Vehicle,261177.22,1,0.163,0
CR205300,36,Kolkata,Business Owner,132160.48,590,84,Vehicle,1040443.93,4,0.281,1
CR205301,37,Hyderabad,Freelancer,118021.18,695,24,Personal,1238293.36,0,0.463,0
CR205302,24,Hyderabad,Salaried,89495.68,632,60,Home Renovation,946970.58,2,0.266,0
CR205303,38,Ahmedabad,Business Owner,158312.73,577,48,Business Expansion,2125903.79,1,0.344,0
CR205304,21,Delhi,Salaried,15342.38,512,84,Personal,58637.47,0,0.02,0
CR205305,44,Pune,Salaried,59976.3,570,36,Business Expansion,187046.27,1,0.18,1
CR205306,38,Delhi,Salaried,88267.3,617,24,Debt Consolidation,930308.17,0,0.469,0
CR205307,54,Mumbai,Salaried,38964.27,645,12,Business Expansion,539138.26,1,0.85,0
CR205308,22,Pune,Self-Employed,31096.61,609,48,Personal,283386.3,0,0.223,0
CR205309,46,Ahmedabad,Salaried,107442.87,635,36,Personal,1459084.94,1,0.402,0
CR205310,32,Delhi,Self-Employed,54591.77,570,48,Debt Consolidation,365725.69,1,0.162,0
CR205311,46,Delhi,Salaried,30428.56,593,36,Personal,341865.53,1,0.319,0
CR205312,27,Hyderabad,Self-Employed,15000.0,558,84,Home Renovation,170718.89,1,0.141,0
CR205313,42,Delhi,Business Owner,56793.53,564,60,Vehicle,398165.11,0,0.107,0
CR205314,31,Delhi,Salaried,37456.61,476,24,Personal,131443.06,0,0.184,1
CR205315,25,Mumbai,Business Owner,16020.57,611,60,Business Expansion,213505.29,1,0.23,0
CR205316,31,Delhi,Salaried,18792.86,598,24,Business Expansion,253623.82,3,0.723,0
CR205317,24,Hyderabad,Salaried,45169.04,487,60,Business Expansion,360548.08,1,0.135,0
CR205318,36,Hyderabad,Freelancer,78361.21,601,60,Vehicle,380297.68,1,0.091,0
CR205319,42,Delhi,Salaried,46978.81,689,24,Education,222955.78,3,0.331,0
CR205320,30,Delhi,Salaried,174812.31,563,36,Home Renovation,956501.52,1,0.212,0
